text,created_at
“This whole process has been rigged from the start.”  @RepDLesko,12/13/2019 17:38
.....The Penalty Tariffs set for December 15th will not be charged because of the fact that we made the deal. We will begin negotiations on the Phase Two Deal immediately rather than waiting until after the 2020 Election. This is an amazing deal for all. Thank you!,12/13/2019 15:25
We have agreed to a very large Phase One Deal with China. They have agreed to many structural changes and massive purchases of Agricultural Product Energy and Manufactured Goods plus much more. The 25% Tariffs will remain as is with 7 1/2% put on much of the remainder....,12/13/2019 15:25
The Wall Street Journal story on the China Deal is completely wrong especially their statement on Tariffs. Fake News. They should find a better leaker!,12/13/2019 14:06
Record Stock Market &amp; Jobs!,12/13/2019 13:53
How do you get Impeached when you have done NOTHING wrong (a perfect call) have created the best economy in the history of our Country rebuilt our Military fixed the V.A. (Choice!) cut Taxes &amp; Regs protected your 2nd A created Jobs Jobs Jobs and soooo much more? Crazy!,12/13/2019 13:42
Congratulations to @foxandfriends on being named BY FAR the Number One Rated cable news show. CNN and MSNBC have totally tanked their ratings are terrible. They have zero credibility!,12/13/2019 12:54
“All of our presidents would be impeached under this Rogue House of Democrat Leadership.” @marklevinshow,12/13/2019 12:43
The Republican Party is more united now than at any time in its history - by far!,12/13/2019 12:07
The Do Nothing Democrats have become the Party of lies and deception! The Republicans are the Party of the American Dream!,12/13/2019 12:05
Poll numbers have gone through the roof in favor of No Impeachment especially with Swing States and Independents in Swing States. People have figured out that the Democrats have no case it is a total Hoax. Even Pelosi admitted yesterday that she began this scam 2 1/2 years ago!,12/13/2019 12:01
My Approval Rating in the Republican Party is 95% a Record. Thank you! #2020Election,12/13/2019 11:53
The Republicans House members were fantastic yesterday. It always helps to have a much better case in fact the Dems have no case at all but the unity &amp; sheer brilliance of these Republican warriors all of them was a beautiful sight to see. Dems had no answers and wanted out!,12/13/2019 11:51
Congratulations to Boris Johnson on his great WIN! Britain and the United States will now be free to strike a massive new Trade Deal after BREXIT. This deal has the potential to be far bigger and more lucrative than any deal that could be made with the E.U. Celebrate Boris!,12/13/2019 6:08
“Last night House Judiciary Chairman Jerry Nadler admitted that Democrats are pursuing Impeachment because it’s too dangerous to simply let the American people pick the next president in 2020.” @kilmeade  @FoxNews,12/13/2019 4:18
Looking like a big win for Boris in the U.K.!,12/13/2019 4:06
Nancy Pelosi just got duped in an interview to admitting that she has been working on impeaching me for “two and a half years.” In other words she lied. This was the Radical Left Do Nothing Democrats plan all along long before the Ukraine phone call. Impeachment Hoax!,12/13/2019 3:53
.....What’s gone on the last three years is not reasonable. The majority has been so abusive.”,12/13/2019 2:57
.....by Congress by the Justice Department &amp; FBI friends of the Democrats who hated the president when he was nothing but a candidate. At some point somebody should have said wait a minute this is out of control this train is off the tracks it’s time to get reasonable.”,12/13/2019 2:57
@replouiegohmert  “This is so surreal. For three years this President has been harassed. He’s been electronically surveilled spied upon allegations have never ceased they continue and their continuing today. At some point you would think you would look at the abuse.....,12/13/2019 2:57
“I think it’s obvious to all the American public that this is a railroad job!” @JimPressOffice https://t.co/MlYNny1pqg,12/12/2019 17:35
I also have constantly asked “Why aren’t Germany France and other European countries helping Ukraine more? They are the biggest beneficiaries. Why is it always the good ol’ United States?” The Radical Left Do Nothing Democrats never mention this at their phony hearing!,12/12/2019 16:05
Dems Veronica Escobar and Jackson Lee purposely misquoted my call. I said I want you to do us (our Country!) a favor not me a favor. They know that but decided to LIE in order to make a fraudulent point! Very sad.,12/12/2019 15:40
Getting VERY close to a BIG DEAL with China. They want it and so do we!,12/12/2019 14:35
Big!!! https://t.co/powyhHM50y,12/12/2019 14:30
ANTIFA will not be going after Bryce or @ColbyCovMMA anytime soon. They much prefer people who can’t fight back! https://t.co/s2M2RHkDsE,12/12/2019 14:28
#ThrowbackThursday🇺🇸 https://t.co/8gd1OEtu3h,12/12/2019 14:14
I agree! https://t.co/lZeAPRqgNa,12/12/2019 14:01
Dirty cops! https://t.co/CVC1awEjZE,12/12/2019 13:49
Amazing! https://t.co/powyhHM50y,12/12/2019 13:48
Very dishonest pols! https://t.co/N12Q4RcHuH,12/12/2019 13:46
True! https://t.co/CVC1awEjZE,12/12/2019 13:44
Congratulations to JUDGE LAWRENCE VANDYKE on being confirmed to the Ninth Circuit. Great job!,12/12/2019 12:57
Very sad! https://t.co/N12Q4RcHuH,12/12/2019 12:49
I will be there in two weeks The Southern White House! https://t.co/2djJrzAEfZ,12/12/2019 12:36
What a great evening! https://t.co/1hNqDdVayL,12/12/2019 12:33
Thank you! https://t.co/JxbhOpL4Zo,12/12/2019 12:30
A fantastic night in Pennsylvania! https://t.co/GZfQGbTIOl,12/12/2019 12:29
Great deal for USA! https://t.co/9ViVwNYbSL,12/12/2019 12:27
So ridiculous. Greta must work on her Anger Management problem then go to a good old fashioned movie with a friend! Chill Greta Chill! https://t.co/M8ZtS8okzE,12/12/2019 12:22
No crime! https://t.co/8BF9BOEraE,12/12/2019 12:05
It’s great to have a wonderful subject President Trump. Fake News like CNN &amp; MSNBC are dying. If they treated me fairly they would do well. Have Zero credibility! https://t.co/Yt8N8Dgsco,12/12/2019 11:59
“New Polls Say Most Americans Oppose Impeachment.” @foxandfriends  I did nothing wrong. This will be the first Impeachment ever where there was no crime. They don’t even allege a crime. Crazy!,12/12/2019 11:51
Great Rally in Pennsylvania last night. Congressman Lloyd Smucker (PA-11) was there and I informed him that he has my complete and total Endorsement for the upcoming 2020 Election. Lloyd has done a great job. I am with him all the way!  #MAGA,12/11/2019 23:45
They spied on my campaign! https://t.co/sOotkhk5fw,12/11/2019 19:12
They will never do it! https://t.co/5vlnzRg6GN,12/11/2019 19:09
The News Media in our Country is FAKE and in many cases totally CORRUPT! https://t.co/hj9plf0GMC,12/11/2019 19:06
“The Exclusive @Ami_Magazine Poll What Orthodox Jews really think about President Trump” @JakeTurx https://t.co/bYaDIbKPAa https://t.co/TRtFKA8bGj,12/11/2019 18:52
Wow! All of our priorities have made it into the final NDAA: Pay Raise for our Troops Rebuilding our Military Paid Parental Leave Border Security and Space Force! Congress – don’t delay this anymore! I will sign this historic defense legislation immediately!,12/11/2019 15:17
“Zero evidence that any law was broken. They’re not even alleging that a law was broken. This is an abuse of the Constitution. It is using Impeachment as a campaign tool.” @SenTedCruz,12/11/2019 14:59
They were just upset that I demanded they pay their fair share for NATO. Their countries are delinquent. I raised $530 Billion more from NATO countries! Thank you Charles. https://t.co/1klX5GtK8r,12/11/2019 14:19
https://t.co/ruQBK6gNLL,12/11/2019 3:07
After years of rebuilding OTHER NATIONS we are finally rebuilding OUR NATION. In everything we do we are putting AMERICA FIRST! #KAG2020 https://t.co/sS0Y01MJYd,12/11/2019 1:58
Day after day we are exposing the depravity dishonesty and sickness of the corrupt Washington establishment — and with your help we are going to complete the mission and DRAIN THE SWAMP! #KAG2020 https://t.co/SM5hocqoNi,12/11/2019 1:55
THANK YOU PENNSYLVANIA! With your help your devotion and your drive we are going to keep on working we are going to keep on fighting and we are going to keep ON WINNING! We are ONE movement ONE people ONE family and ONE GLORIOUS NATION UNDER GOD! https://t.co/g64HD9yL9N,12/11/2019 1:47
Just had a very good meeting with Foreign Minister Sergey Lavrov and representatives of Russia. Discussed many items including Trade Iran North Korea INF Treaty Nuclear Arms Control and Election Meddling. Look forward to continuing our dialogue in the near future! https://t.co/tHecH9a9ck,12/10/2019 22:51
On my way to Hershey Pennsylvania for a rally. See everyone soon. I love Hershey chocolate! https://t.co/bDUYBK8KRc,12/10/2019 22:36
Just received a briefing on the horrific shootout that took place in Jersey City NJ. Our thoughts &amp; prayers are w/ the victims &amp; their families during this very difficult &amp; tragic time. We will continue to monitor the situation as we assist local &amp; state officials on the ground.,12/10/2019 21:41
Read the Transcripts! “us” is a reference to USA not me!,12/10/2019 15:10
Shifty Schiff a totally corrupt politician made up a horrible and fraudulent statement read it to Congress and said those words came from me. He got caught was very embarrassed yet nothing happened to him for committing this fraud. He’ll eventually have to answer for this!,12/10/2019 15:07
WITCH HUNT!,12/10/2019 14:56
Nadler just said that I “pressured Ukraine to interfere in our 2020 Election.” Ridiculous and he knows that is not true. Both the President &amp; Foreign Minister of Ukraine said many times that there “WAS NO PRESSURE.” Nadler and the Dems know this but refuse to acknowledge!,12/10/2019 14:56
Looking like very good Democrat support for USMCA. That would be great for our Country!,12/10/2019 14:35
America’s great USMCA Trade Bill is looking good. It will be the best and most important trade deal ever made by the USA. Good for everybody - Farmers Manufacturers Energy Unions - tremendous support. Importantly we will finally end our Country’s worst Trade Deal NAFTA!,12/10/2019 14:32
To Impeach a President who has proven through results including producing perhaps the strongest economy in our country’s history to have one of the most successful presidencies ever and most importantly who has done NOTHING wrong is sheer Political Madness! #2020Election,12/10/2019 12:37
“I can’t remember anything quite like this (the I.G. Report).” @brithume @BretBaier,12/10/2019 12:25
I don’t know what report current Director of the FBI Christopher Wray was reading but it sure wasn’t the one given to me. With that kind of attitude he will never be able to fix the FBI which is badly broken despite having some of the greatest men &amp; women working there!,12/10/2019 12:16
....in a very long time. The FBI has had some dark day in its past but nothing like this. This was VERY SERIOUS MISCONDUCT ON THE PART OF THE FBI.” @brithume @BretBaier  Are you listening Comey McCabe lovers Lisa &amp; Peter the beautiful Ohr family Brennan Clapper &amp; many more?,12/10/2019 12:02
“You have to look at the 17 instances of misconduct cited in the Report they are very bad. The FISA Court was clearly taken for a ride on this a failure of the FBI up and fown the chain of command. It’s about as strong a medicine as I’ve seen in a report of this kind...,12/10/2019 12:02
A great choice. Bill is a winner! https://t.co/yxrB8aDIL9,12/10/2019 4:53
Read the Transcripts!,12/9/2019 15:47
True! https://t.co/1seRjQ11ru,12/9/2019 15:25
The Do Nothing Democrats are a disgrace! https://t.co/BlaAqsiw8z,12/9/2019 15:20
The best Economy ever! https://t.co/Ql8f16uGXD,12/9/2019 15:15
Witch Hunt! https://t.co/XrJSUsm9Wq,12/9/2019 15:11
The Real Deal! https://t.co/jUXHPU85PQ,12/9/2019 5:07
Witch Hunt! https://t.co/JIJk7l5TAX,12/9/2019 5:05
Let our great soldiers fight! https://t.co/qBGdF9sVnJ,12/9/2019 5:04
AMERICA FIRST! https://t.co/dOU1MK1Lwu,12/9/2019 4:52
“The Democrats have thrown a wrecking ball at our Democracy.” @MariaBartiromo,12/9/2019 4:43
“No president in American history has been treated like this.” @marklevinshow,12/9/2019 1:37
.CNN is a ratings disaster. Lost all credibility! https://t.co/SKnLFNTGzU,12/8/2019 23:20
What he did is illegal. Schiff is a corrupt politician and a criminal! https://t.co/uLzJY5MjW3,12/8/2019 22:52
“This would be the first Impeachment in American history without a specific criminal statute or crime that the president whose impeached would have allegedly committed.” Paul Gigot The Wall Street Journal,12/8/2019 21:41
.....American people are supposed to believe that this simply isn’t a part of everthing they’ve been trying to do for the last three years? I think it is really a hard sell for Nancy Pelosi.” @DanHenninger  The Wall Street Journal,12/8/2019 21:08
“The Democrats haven’t come up with a smocking gun. Nancy Pelosi by raising this to the level of Impeachment has raised the bar impossibly high. This comes after three years of nonstop investigations of Trump the Russian collusion narrative the Mueller Report &amp; now the.....,12/8/2019 21:08
I.G. report out tomorrow. That will be the big story!,12/8/2019 20:18
“I think the Democrats are going to lose many members over this.” @DebbieLesko @edhenry,12/8/2019 20:16
The Wall is going up fast! https://t.co/8tmUsC9oPq,12/8/2019 20:02
I got NATO countries to pay 530 Billion Dollars a year more and the U.S. less and came home to a Fake News Media that mocked me. Didn’t think that was possible!,12/8/2019 19:59
Great! https://t.co/YEbqKEJBq2,12/8/2019 19:49
Don’t get why @FoxNews puts losers on like @RepSwalwell (who got ZERO as presidential candidate before quitting) Pramila Jayapal David Cicilline and others who are Radical Left Haters? The Dems wouldn’t let @FoxNews get near their bad ratings debates yet Fox panders. Pathetic!,12/8/2019 19:42
....it’s going to go nowhere. They are going to impeach not because they have the evidence but because they hate the president. I think the American people know that this is a waste of time this is Democrats putting on a circus. @SenTedCruz interviewed by Sleepy Eyes Chuck Todd,12/8/2019 17:07
“Any president has the authority to investigate corruption. The President himself released the transcript of the call. Now the Democrats have no evidence of a crime and no evidence of violating the law. This is a kangaroo court in the House but it’s going to go to the Senate...,12/8/2019 17:07
....Biden on the board of the largest natural gas company in Ukraine getting paid $83000 a month 10 times as much as a board member of @exxonmobil.” Thank you Ted. He also  made a fortune from China and others but zero before his father became V.P. @MeetThePress,12/8/2019 16:50
.@SenTedCruz  “The Democrats are now admitting that they can’t prove a crime they can’t prove a law was violated and here’s why. Any president any administration is justified in investigating corruption and there was serious evidence of real corruption concerning Hunter....,12/8/2019 16:50
Less than 48 hours before start of the Impeachment Hearing Hoax on Monday the No Due Process Do Nothing Democrats are believe it or not changing the Impeachment Guidelines because the facts are not on their side. When you can’t win the game change the rules!,12/8/2019 15:29
....with the U.S. Presidential Election in November. North Korea under the leadership of Kim Jong Un has tremendous economic potential but it must denuclearize as promised. NATO China Russia Japan and the entire world is unified on this issue!,12/8/2019 15:17
Kim Jong Un is too smart and has far too much to lose everything actually if he acts in a hostile way. He signed a strong Denuclearization Agreement with me in Singapore. He does not want to void his special relationship with the President of the United States or interfere.... https://t.co/THfOjfB2uE,12/8/2019 15:17
https://t.co/HvENCXZBYe,12/8/2019 5:50
https://t.co/kaiJymPjE9,12/8/2019 5:50
Congratulations to @TitoOrtiz on tonight’s huge WIN a Great American Patriot! https://t.co/m4tJpfzVte,12/8/2019 5:47
@KimStrassel “Schiff’s surveillance (obtaining phone logs) is an unprecedented abuse of power.”  To put it mildly. Also it is illegal!,12/7/2019 21:35
The United States Secret Service Deputy Assistant Director Anthony Ornato will become my new Deputy Chief of Staff for Operations. I have worked with Tony for 3 years - he will do a fantastic job! Thank you to Dan Walsh for his great service and congratulations to Tony!,12/7/2019 20:21
“Not only have the Democrats not advanced key pieces of legislation that would help the economy but the polls especially in early states are showing that voters are tuning out.” @PeteHegseth They don’t want our greatest of all presidents impeached!,12/7/2019 19:22
“Why re-elect Democrats when you know that this is what they are doing with their majority. Their case is not strong because first it was Russian Collusion then it was obstruction then it was Ukraine now their pivoting back to Russia. Why would they be doing that?” Lisa Booth,12/7/2019 19:10
Our Economy is the envy of the World!,12/7/2019 18:55
Hard to believe but if Nancy Pelosi had put our great Trade Deal with Mexico and Canada USMCA up for a vote long ago our economy would be even better. If she doesn’t move quickly it will collapse!,12/7/2019 18:54
The United States will not rest until we bring every American wrongfully detained in Iran and around the world back home to their loved ones! https://t.co/2kWgJhvrtY,12/7/2019 18:51
Taken during the Obama Administration (despite $150 Billion gift) returned during the Trump Administration. Thank you to Iran on a very fair negotiation. See we can make a deal together! https://t.co/rZaY9p8xzV,12/7/2019 17:32
While the world is not doing well economically our Country is doing better perhaps than it has ever done before. Jobs Jobs Jobs!,12/7/2019 17:21
Read the Transcripts! Also see where I say “us” (our Country) as opposed to “me” (meaning me) and where I then say that the Attorney General (of the United States) will call you. People still remember Schiff’s made up and fraudulent version of my conversation. Witch Hunt!,12/7/2019 17:13
Why is the World Bank loaning money to China? Can this be possible? China has plenty of money and if they don’t they create it. STOP!,12/7/2019 0:28
Fake News @CNN is reporting that I am “still using personal cell phone for calls despite repeated security warnings.” This is totally false information and reporting. I haven’t had a personal cell phone for years. Only use government approved and issued phones. Retract!,12/7/2019 0:23
Nadler hasn’t had a single fact witness testify! Zero substance—Country wants #USMCA and Growth not Impeachment. Polls have tanked on the Do Nothing Democrats!,12/7/2019 0:10
...This Bill HELPS students get the student aid they need to go to college! STOP the headaches and STOP the PAPERWORK barriers to HIGHER EDUCATION! Congrats to Lamar!,12/7/2019 0:06
GREAT WORK yesterday by the Senate to support our Historically Black Colleges and Universities! Thank you @BetsyDeVosED @SenAlexander and @SenatorTimScott for your leadership...,12/7/2019 0:06
Congressman @LanceGooden has done a wonderful job for the people of Texas while supporting our #MAGA Agenda. He continues to protect your very important #2A. Lance is Strong on Crime and the Border he Loves our Great Vets and Military. Lance has my Complete &amp; Total Endorsement!,12/6/2019 23:42
....will temporarily hold off this designation and step up our joint efforts to deal decisively with these vicious and ever-growing organizations!,12/6/2019 23:39
All necessary work has been completed to declare Mexican Cartels terrorist organizations. Statutorily we are ready to do so. However at the request of a man who I like and respect and has worked so well with us President Andres Manuel @LopezObrador_ we....,12/6/2019 23:39
JOBS JOBS JOBS! https://t.co/QCtWgld2RW,12/6/2019 20:19
....The King said that the Saudi people are greatly angered by the barbaric actions of the shooter and that this person in no way shape or form represents the feelings of the Saudi people who love the American people.,12/6/2019 19:18
King Salman of Saudi Arabia just called to express his sincere condolences and give his sympathies to the families and friends of the warriors who were killed and wounded in the attack that took place in Pensacola Florida....,12/6/2019 19:18
Just received a full briefing on the tragic shooting at NAS Pensacola in Florida and spoke to @GovRonDeSantis. My thoughts and prayers are with the victims and their families during this difficult time. We are continuing to monitor the situation as the investigation is ongoing.,12/6/2019 18:16
Without the horror show that is the Radical Left Do Nothing Democrats the Stock Markets and Economy would be even better if that is possible and the Border would be closed to the evil of Drugs Gangs and all other problems! #2020,12/6/2019 16:00
@HeyTammyBruce “This seems personal. That it is deeply unfair that has not changed. This has become a matter of their unhinged emotional reaction to a man who has bettered them who has had victory where they have not had victory and has exposed the problem with the Leftists.”,12/6/2019 15:46
“This is a blowout. Look at these manufacturing numbers a blowout.” @MariaBartiromo,12/6/2019 15:05
@jimcramer “This is the best number I’ve ever seen in my life.”,12/6/2019 15:01
GREAT JOBS REPORT!,12/6/2019 14:57
Stock Markets Up Record Numbers. For this year alone Dow up 18.65% S&amp;P up 24.36% Nasdaq Composite up 29.17%. “It’s the economy stupid.”,12/6/2019 13:16
Do not believe any article or story you read or see that uses “anonymous sources” having to do with trade or any other subject. Only accept information if it has an actual living name on it. The Fake News Media makes up many “sources say” stories. Do not believe them!,12/6/2019 12:43
Where’s the Fake Whistleblower? Where’s Whistleblower number 2? Where’s the phony informer who got it all wrong?,12/6/2019 3:32
The story today that we are sending 12000 troops to Saudi Arabia is false or to put it more accurately Fake News!,12/6/2019 3:27
https://t.co/nSyY8ysJtp,12/6/2019 0:52
Republican Approval Rating = 95%. Thank you!,12/5/2019 17:38
Nancy Pelosi just had a nervous fit. She hates that we will soon have 182 great new judges and sooo much more. Stock Market and employment records. She says she “prays for the President.” I don’t believe her not even close. Help the homeless in your district Nancy. USMCA?,12/5/2019 16:49
THANK YOU! #MAGA🇺🇸 https://t.co/v8KfvhqnXE,12/5/2019 15:47
....This will mean that the beyond important and seldom used act of Impeachment will be used routinely to attack future Presidents. That is not what our Founders had in mind. The good thing is that the Republicans have NEVER been more united. We will win!,12/5/2019 15:11
The Do Nothing Radical Left Democrats have just announced that they are going to seek to Impeach me over NOTHING. They already gave up on the ridiculous Mueller “stuff” so now they hang their hats on two totally appropriate (perfect) phone calls with the Ukrainian President....,12/5/2019 15:11
.....trial in the Senate and so that our Country can get back to business. We will have Schiff the Bidens Pelosi and many more testify and will reveal for the first time how corrupt our system really is. I was elected to “Clean the Swamp” and that’s what I am doing!,12/5/2019 13:01
The Do Nothing Democrats had a historically bad day yesterday in the House. They have no Impeachment case and are demeaning our Country. But nothing matters to them they have gone crazy. Therefore I say if you are going to impeach me do it now fast so we can have a fair....,12/5/2019 13:01
Tremendous things achieved for U.S. on my NATO trip. Proudly for our Country no President has ever achieved so much in so little time. Without a U.S. increase other countries have already increased by $130 Billion-with $400 Billion soon. Such a thing has never been done before!,12/5/2019 12:20
....”I would like to have the Attorney General (of the United States) call you or your people.....” This based on what I have seen is their big point - and it is no point at a all (except for a big win for me!). The Democrats should apologize to the American people!,12/5/2019 3:50
When I said in my phone call to the President of Ukraine “I would like you to do US a favor though because our country has been through a lot and Ukraine knows a lot about it.” With the word “us” I am referring to the United States our Country. I then went on to say that......,12/5/2019 3:50
Just read the best Maureen Dowd column in the New York Times EVER (although she treated me great before politics) but it was written by her brother Kevin. Someone in the News Media should hire her wonderful talented and very smart brother! https://t.co/lO9s1qLK8A,12/5/2019 0:03
.@NATO has now recognized SPACE as an operational domain and the alliance is STRONGER for it. U.S. leadership ensures peace through strength and we must continue to show strength and WIN on all fronts – land air sea and SPACE!,12/4/2019 22:43
The Fake News Media is doing everything possible to belittle my VERY successful trip to London for NATO. I got along great with the NATO leaders even getting them to pay $130 Billion a year more &amp; $400 Billion a year more in 3 years. No increase for U.S. only deep respect!,12/4/2019 22:36
Thank you @NATO! #NATOLondon https://t.co/8gJeXZxwpH,12/4/2019 16:46
....When today’s meetings are over I will be heading back to Washington. We won’t be doing a press conference at the close of NATO because we did so many over the past two days. Safe travels to all!,12/4/2019 14:26
....Just finished meetings with Turkey and Germany. Heading to a meeting now with those countries that have met their 2% GOALS followed by meetings with Denmark and Italy....,12/4/2019 14:26
Great progress has been made by NATO over the last three years. Countries other than the U.S. have agreed to pay 130 Billion Dollars more per year and by 2024 that number will be 400 Billion Dollars. NATO will be richer and stronger than ever before....,12/4/2019 14:26
Enjoyed my meeting with Prime Minister @BorisJohnson of the United Kingdom at @10DowningStreet last night. Talked about numerous subjects including @NATO and Trade.,12/4/2019 9:22
Thank you! https://t.co/KDVaYDKZLa,12/3/2019 23:53
Too bad. We will miss you Kamala! https://t.co/QQd9SiFc0y,12/3/2019 23:25
The United States of America supports the brave people of Iran who are protesting for their FREEDOM. We have under the Trump Administration and always will!,12/3/2019 15:33
True! https://t.co/Mr1L4Vv3eA,12/3/2019 11:09
Mini Mike Bloomberg has instructed his third rate news organization not to investigate him or any Democrat but to go after President Trump only. The Failing New York Times thinks that is O.K. because their hatred &amp; bias is so great they can’t even see straight. It’s not O.K.!,12/2/2019 23:11
Just landed in the United Kingdom heading to London for NATO meetings tomorrow. Prior to landing I read the Republicans Report on the Impeachment Hoax. Great job! Radical Left has NO CASE. Read the Transcripts. Shouldn’t even be allowed. Can we go to Supreme Court to stop?,12/2/2019 22:30
The Fed should lower rates (there is almost no inflation) and loosen making us competitive with other nations and manufacturing will SOAR! Dollar is very strong relative to others.,12/2/2019 22:21
Manufacturers are being held back by the strong Dollar which is being propped up by the ridiculous policies of the Federal Reserve - Which has called interest rates and quantitative tightening wrong from the first days of Jay Powell!,12/2/2019 21:19
https://t.co/zlfV4MOkom,12/2/2019 20:03
Thank you to President Zelensky. Case over. The Do Nothing Democrats should finally go back to work! https://t.co/XrJSUsm9Wq,12/2/2019 19:27
In the 3 decades before my election NATO spending declined by two-thirds and only 3 other NATO members were meeting their financial obligations. Since I took office the number of NATO allies fulfilling their obligations more than DOUBLED and NATO spending increased by $130B!,12/2/2019 18:17
Great job by @RepDougCollins of Georgia over the weekend in representing the Republican Party and myself against the Impeachment Hoax!,12/2/2019 18:12
When Lisa Page the lover of Peter Strzok talks about being “crushed” and how innocent she is ask her to read Peter’s “Insurance Policy” text to her just in case Hillary loses. Also why were the lovers text messages scrubbed after he left Mueller. Where are they Lisa?,12/2/2019 18:07
The Republican Party has NEVER been so united! This Impeachment Scam is just a continuation of the 3 year Witch Hunt but it is only bringing us even closer together!,12/2/2019 17:56
Not only did I see it @Doks_Art I think it is fantastic. You are a wonderful artist never give up your dream! https://t.co/LVVCUJz5CW,12/2/2019 17:15
Thank you to Great Republican @SenJohnKennedy for the job he did in representing both the Republican Party and myself against Sleepy Eyes Chuck Todd on Meet the Depressed!,12/2/2019 16:47
Thank you to Congressman Ben @Cline4Virginia for the Great remarks this morning on the illegitimate Impeachment Hoax. He understands the Do Nothing Democrats very well. Also and as usual @RepAndyBiggsAZ was fantastic!,12/2/2019 16:43
Heading to Europe to represent our Country and fight hard for the American People while the Do Nothing Democrats purposely scheduled an Impeachment Hoax hearing on the same date as NATO. Not nice! https://t.co/LCXYhoOWF6,12/2/2019 16:02
The Do Nothing Democrats get 3 Constitutional lawyers for their Impeachment hoax (they will need them!) the Republicans get one. Oh that sounds fair!,12/2/2019 14:22
“When the law enforcers turn out to be the law breakers then we have totally upended the rule of law. Nobody is safe and everybody is in trouble. Our system of government is under attack.”  @GovMikeHuckabee,12/2/2019 14:18
“The Democrats don’t have any evidence but they are still going to do it anyway. That’s the sham that’s going on here.”  @jasoninthehouse Chaffetz,12/2/2019 14:00
Breaking News: The President of Ukraine has just again announced that President Trump has done nothing wrong with respect to Ukraine and our interactions or calls. If the Radical Left Democrats were sane which they are not it would be case over!,12/2/2019 13:53
“The United States has outperformed the rest of the world in an eye popping fashion. I don’t think we’ve seen numbers like that.” Mohamed El-Erian Allianz Chief Economic Adviser. But despite this there is tremendous potential for growth far greater than most have understood!,12/2/2019 12:35
“The American people are going to see this for what it is. It is a political effort by the Democrats and the President certainly doesn’t have to aid in the Impeachment effort.” Robert Ray @MariaBartiromo  Democrats are getting “killed” in their home districts. 2020!,12/2/2019 12:20
“The process has been unfair. Republicans can’t even get their own witnesses. It gets me that Adam Schiff is not punishable for lying in any way.” @MariaBartiromo,12/2/2019 12:07
U.S. Markets are up as much as 21% since the announcement of Tariffs on 3/1/2018 - and the U.S. is taking in massive amounts of money (and giving some to our farmers who have been targeted by China)!,12/2/2019 11:11
.....Reserve should likewise act so that countries of which there are many no longer take advantage of our strong dollar by further devaluing their currencies. This makes it very hard for our manufactures &amp; farmers to fairly export their goods. Lower Rates &amp; Loosen - Fed!,12/2/2019 10:59
Brazil and Argentina have been presiding over a massive devaluation of their currencies. which is not good for our farmers. Therefore effective immediately I will restore the Tariffs on all Steel &amp; Aluminum that is shipped into the U.S. from those countries. The Federal....,12/2/2019 10:59
“It is clear that there is none of the bipartisan support that Speaker Pelosi said for months was essential for Impeachment.” Chris Wallace @FoxNews,12/2/2019 10:55
“Trump Economy Breaks Holiday Shopping Records.” @FoxNews,12/2/2019 10:35
Great writer and historian Doug Wead has written a true (not Fake News) account of what is going on in Washington and the White House. His new book INSIDE TRUMP’S WHITE HOUSE is an incredible description of a very exciting and successful time in our Country’s history. Buy it!,12/2/2019 7:21
“Donald Trump was framed back in 2016.” @MariaBartiromo  100% correct Maria and we can never let this happen to another president again!,12/2/2019 4:24
....in America community by community where we will eradicate AIDS in 10 years program already started. American leadership has proven that together we can save lives.,12/1/2019 18:31
On World AIDS Day The First Lady and I express our support for those living with HIV/AIDS and mourn the lives lost. We reaffirm our commitment to end the HIV/AIDS epidemic....,12/1/2019 18:31
“Schiff’s impeachment hearings wasting time when Congress must do real work” https://t.co/4lb9bWrVRL,12/1/2019 1:28
“Trump did nothing impeachable day-by-day review of all impeachment hearing testimony shows” @GreggJarrett https://t.co/QbFeEmWkTB,12/1/2019 1:26
“Sen. Tim Scott Says Trump 'Innocent' 'No Way' Senate Convicts” https://t.co/P6ONkI8n0P,12/1/2019 1:24
An incredible experience! https://t.co/n6BNQY6dIx,11/30/2019 23:50
Nancy Pelosi won’t put it up for a vote. Has delayed it for 6 months. See you in #2020! https://t.co/lOrWm9u10r,11/30/2019 23:43
I will be representing our Country in London at NATO while the Democrats are holding the most ridiculous Impeachment hearings in history. Read the Transcripts NOTHING was done or said wrong! The Radical Left is undercutting our Country. Hearings scheduled on same dates as NATO!,11/30/2019 23:38
Robert Johnson knows business &amp; politics. He also understands lowest African American Unemployment in U.S. history! https://t.co/NalNOFG53T,11/30/2019 23:27
And the Do Nothing Democrats want to impeach President Trump? https://t.co/i3tPDJtuuA,11/30/2019 23:21
Thank you to @BuckMcNeely1 and Oliver North for the nice words and thoughts in an excellent interview. Best wishes!,11/30/2019 23:11
https://t.co/AUoFQexhR4,11/30/2019 20:06
Just returned to the United States after spending a GREAT Thanksgiving with our Courageous American Warriors in Afghanistan! https://t.co/b2vgY5BH6z,11/29/2019 14:06
I thought Newsweek was out of business? https://t.co/3ro4eSJloo,11/29/2019 1:25
HAPPY THANKSGIVING! https://t.co/7SGZnHindW,11/28/2019 21:42
HAPPY THANKSGIVING! https://t.co/2GoxJEk6fN,11/28/2019 13:21
95% Approval Rating in the Republican Party. Thank you!,11/27/2019 22:11
New Stock Market Record today AGAIN. Congratulations USA!,11/27/2019 22:09
